JoinID,Batch_TagID,ReleaseDate,RecaptureDate,RecaptureMonthNum,DaysatSea,SeaAge,Type,Radius,M1.circ,M2.circ,M1.incr,M2.incr,smolt.incr,FS.incr,FW.incr,SS.incr,SW.incr,PS.incr,Y2.incr,marine.incr,total.incr,smolt.circ,FS.circ,FW.circ,SS.circ,SW.circ,PS.circ,Y2.circ,marine.circ,total.circ,FMC.circ,numannuli,ReleaseYear,FMC.incr,RecapType,afterwinter_incr,afterwinter_circ
1976_8654,7601_8654,1976-05-03,1978-09-27,9,877,2,river,4.7065,29,56,2.9543,4.3519,1.2854933333333336,0.5085799999999998,1,0.6980599999999999,0.6987799999999997,1.5085799999999998,1.3968399999999996,3.1769066666666665,4.4624,43,8,21,13,14,29,27,62,105,44,2,1976,1.5295933333333336,River recaptures,1.6683266666666667,33
1976_9243,7601_9243,1976-05-03,1978-06-19,6,777,2,river,4.3752,25,50,2.6835,4.0187,1.35788,0.52942,0.74424,0.6459600000000001,0.6933599999999998,1.27366,1.3393199999999998,2.8738533333333334,4.231733333333334,58,10,15,11,14,25,25,56,114,59,2,1976,1.501346666666667,River recaptures,1.6001933333333334,31
1976_9490,7601_9490,1976-05-03,1978-10-14,10,894,2,river,4.5542,30,51,2.9767,4.0499,1.3302066666666665,0.6848400000000001,0.8289200000000001,0.7134199999999997,0.36961999999999984,1.5137600000000002,1.0830399999999996,3.026793333333334,4.357,53,11,19,12,9,30,21,61,114,54,2,1976,1.527406666666666,River recaptures,1.5130333333333337,31
1976_9829,7601_9829,1976-05-03,1978-07-16,7,804,2,river,4.1228,24,49,2.5716,3.8042,1.2891866666666667,0.47255999999999987,0.6640600000000001,0.2782199999999997,0.9146400000000003,1.13662,1.19286,2.5757133333333337,3.8649000000000004,54,9,15,5,20,24,25,56,110,55,2,1976,1.547086666666666,River recaptures,1.4390933333333338,32
1976_11876,7601_11876,1976-05-03,1978-06-24,6,782,2,river,4.2205,22,50,2.6013,3.9873,1.4503733333333335,0.4536199999999999,0.5566599999999999,0.8753800000000003,0.5468799999999998,1.0102799999999998,1.42226,2.5587933333333335,4.009166666666667,58,9,13,16,12,22,28,54,112,59,2,1976,1.6617066666666669,River recaptures,1.5485133333333336,32
1976_11879,7601_11879,1976-05-03,1978-08-06,8,825,2,river,3.6704,27,45,2.5499,3.3576,1.0437133333333333,0.2825,1.00786,0.16081999999999974,0.68344,1.29036,0.8442599999999998,2.30692,3.3506333333333336,35,5,22,3,15,27,18,50,85,36,2,1976,1.36348,River recaptures,1.01656,23
1976_12733,7601_12733,1976-05-03,1978-07-30,7,818,2,river,3.4799,24,43,2.3003,3.2504,0.9250133333333334,0.36544,0.7674799999999999,0.35817999999999994,0.5953400000000002,1.13292,0.9535200000000001,2.193286666666667,3.1183,29,7,17,7,12,24,19,46,75,30,2,1976,1.2866133333333334,River recaptures,1.060366666666667,22
1976_12842,7601_12842,1976-05-03,1978-06-24,6,782,2,river,4.5135,28,54,2.9508,4.3163,1.3243,0.6277399999999997,0.85982,0.36524,0.9922200000000005,1.4875599999999998,1.3574600000000006,2.9672666666666667,4.291566666666666,45,11,17,6,20,28,26,58,103,46,2,1976,1.546233333333333,River recaptures,1.479706666666667,30
1976_13692,7601_13692,1976-05-03,1978-10-08,10,888,2,river,4.0938,26,46,2.6148,3.6463,1.13982,0.8311200000000001,0.5428599999999997,0.27757999999999994,0.7615200000000004,1.3739799999999998,1.0391000000000004,2.75228,3.8921,41,15,11,5,15,26,20,53,94,42,2,1976,1.34152,River recaptures,1.3783,27
1976_14181,7601_14181,1976-05-03,1978-07-12,7,800,2,river,3.8177,25,49,2.2777,3.482,0.7907066666666667,0.5057799999999999,0.6432400000000003,0.3307199999999999,0.8759199999999998,1.1490200000000002,1.2066399999999997,2.6331266666666666,3.4238333333333335,29,10,15,6,18,25,24,56,85,30,2,1976,1.1845733333333333,River recaptures,1.4841066666666665,31
1976_14301,7601_14301,1976-05-03,1978-07-17,7,805,2,river,3.7557,26,45,2.5329,3.5453,1.0540533333333333,0.23794000000000004,1.0861,0.6088,0.3973,1.32404,1.0061,2.46118,3.515233333333333,38,4,22,11,8,26,19,49,87,39,2,1976,1.29452,River recaptures,1.13714,23
1976_14341,7601_14341,1976-05-03,1978-06-18,6,776,2,river,4.4432,32,51,3.1404,4.265,1.4569999999999999,0.5417399999999999,1.0853800000000002,0.47140000000000004,0.5876600000000001,1.6271200000000001,1.0590600000000001,2.763866666666667,4.220866666666667,46,10,22,7,12,32,19,54,100,47,2,1976,1.6793333333333331,River recaptures,1.1367466666666668,22
1976_14561,7601_14561,1976-05-03,1978-06-22,6,780,2,river,4.3769,30,52,2.5886,4.0033,1.1055133333333333,1.4654200000000002,0.12769999999999992,0.2126999999999999,1.14546,1.4654200000000002,1.3581599999999998,3.1392533333333335,4.244766666666667,46,30,2,3,19,30,22,60,106,47,2,1976,1.2376466666666666,River recaptures,1.6738333333333333,30
1976_14817,7601_14817,1976-05-03,1978-07-15,7,803,2,river,3.7483,24,43,2.4495,3.3899,0.8423933333333333,0.29637999999999987,0.9879,0.2980200000000002,0.6473999999999998,1.2842799999999999,0.9454199999999999,2.5201733333333336,3.362566666666667,27,5,19,5,14,24,19,51,78,28,2,1976,1.2281266666666664,River recaptures,1.2358933333333337,27
1976_15680,7602_15680,1976-05-04,1978-06-18,6,775,2,river,4.2944,29,58,2.4477,3.8602,0.6899266666666667,0.21158,1.27756,0.44638,0.98054,1.48914,1.42692,3.26494,3.9548666666666668,18,4,25,8,21,29,29,66,84,19,2,1976,1.0294600000000003,River recaptures,1.7758000000000003,37
1976_16015,7602_16015,1976-05-04,1978-06-28,6,785,2,river,3.8606,30,52,2.4101,3.4549,0.9318933333333334,0.5844200000000002,0.8171799999999998,0.19680000000000009,0.8456999999999999,1.4016,1.0425,2.75934,3.6912333333333334,36,11,19,4,18,30,22,60,96,37,2,1976,1.10126,River recaptures,1.35774,30
1976_16805,7602_16805,1976-05-04,1978-09-17,9,866,2,river,3.8726,27,52,2.2777,3.5673,0.7075266666666666,0.6815799999999999,0.6329,0.5146999999999999,0.7703000000000002,1.3144799999999999,1.2850000000000001,2.7965066666666667,3.504033333333333,23,12,15,10,15,27,25,57,80,24,2,1976,1.0760933333333331,River recaptures,1.4820266666666668,30
1976_17029,7602_17029,1976-05-04,1978-06-24,6,781,2,river,3.7721,26,51,2.3421,3.5122,0.8262533333333333,0.4694800000000001,0.8219999999999998,0.28674,0.9182800000000002,1.29148,1.2050200000000002,2.6329133333333337,3.459166666666667,31,9,17,5,20,26,25,55,86,32,2,1976,1.1391866666666663,River recaptures,1.3414333333333337,29
1976_22882,7602_22882,1976-05-04,1978-08-03,8,821,2,river,4.281,23,50,2.3851,3.9113,1.0422733333333334,0.27898,0.9322600000000001,0.6346799999999999,0.8425600000000002,1.21124,1.47724,2.9701600000000004,4.012433333333334,29,5,18,10,17,23,27,57,86,30,2,1976,1.3108399999999993,River recaptures,1.7589200000000003,34
1976_24026,7602_24026,1976-05-04,1978-09-02,9,851,2,river,3.9984,29,47,2.5215,3.4448,0.9675466666666666,0.5476800000000002,0.87382,0.22814000000000023,0.6920999999999995,1.4215000000000002,0.9202399999999997,2.82482,3.7923666666666667,33,10,19,4,14,29,18,58,91,34,2,1976,1.1735800000000003,River recaptures,1.4033199999999997,29
1977_116117,7703_116117,1977-05-06,1979-07-07,7,792,2,river,3.7205,28,50,2.3135,3.4721,0.6983533333333334,0.3180399999999999,1.07394,0.6939600000000001,0.47338000000000013,1.3919799999999998,1.1673400000000003,2.7332466666666666,3.4316,24,7,21,12,10,28,22,55,79,25,2,1977,0.9872533333333333,River recaptures,1.3412666666666668,27
1977_121182,7705_121182,1977-05-05,1979-06-25,6,781,2,river,3.8425,32,55,2.7159,3.7344,0.9886533333333334,0.6997599999999999,0.80148,0.34806000000000026,0.6714199999999999,1.50124,1.0194800000000002,2.5533799999999998,3.5420333333333334,39,14,18,7,16,32,23,57,96,40,2,1977,1.28912,River recaptures,1.0521399999999999,25
1977_121697,7705_121697,1977-05-05,1979-07-01,7,787,2,river,4.4281,31,56,3.002,4.2461,1.3411933333333332,0.6332,0.8727399999999998,0.4352800000000001,0.8075200000000007,1.5059399999999998,1.2428000000000008,2.8782066666666664,4.219399999999999,46,14,17,8,17,31,25,60,106,47,2,1977,1.5498933333333333,River recaptures,1.3722666666666665,29
1977_122470,7705_122470,1977-05-05,1979-06-25,6,781,2,river,3.7274,25,45,2.4401,3.5037,0.8560466666666666,0.17384,1.1572799999999999,0.6711600000000004,0.39485999999999954,1.3311199999999999,1.06602,2.531486666666667,3.3875333333333337,33,3,22,12,8,25,20,49,82,34,2,1977,1.195913333333333,River recaptures,1.200366666666667,24
1977_122689,7705_122689,1977-05-05,1979-06-19,6,775,2,river,3.9818,27,50,2.6071,3.7296,1.1745666666666668,0.4842599999999999,0.8555000000000001,0.26861999999999986,0.85222,1.33976,1.1208399999999998,2.653033333333333,3.8276,48,9,18,5,18,27,23,56,104,49,2,1977,1.3287666666666667,River recaptures,1.313273333333333,29
1977_124822,7705_124822,1977-05-05,1979-07-12,7,798,2,river,3.6348,29,49,2.5237,3.413,0.9473133333333333,0.43230000000000013,0.9521999999999997,0.4547600000000003,0.4320599999999999,1.3844999999999998,0.8868200000000002,2.4343866666666667,3.3817000000000004,38,9,20,10,10,29,20,54,92,39,2,1977,1.200413333333333,River recaptures,1.0498866666666669,25
1977_125187,7705_125187,1977-05-05,1979-06-24,6,780,2,river,4.8105,29,54,3.1514,4.6076,1.1488133333333335,0.6890400000000001,1.0417,0.9772599999999994,0.4734600000000002,1.7307400000000002,1.4507199999999996,3.3200866666666666,4.4689000000000005,39,11,18,16,9,29,25,58,97,40,2,1977,1.4904133333333336,River recaptures,1.5893466666666665,29
1977_125839,7705_125839,1977-05-05,1979-06-27,6,783,2,river,4.6185,31,53,2.952,4.1673,1.1104333333333334,0.6584399999999999,1.0596800000000002,0.28961999999999977,0.92292,1.71812,1.2125399999999997,3.2977,4.408133333333334,46,11,20,5,17,31,22,61,107,47,2,1977,1.3208000000000002,River recaptures,1.5795799999999998,30
1977_126028,7705_126028,1977-05-05,1979-06-16,6,772,2,river,5.35,29,53,3.4257,4.6826,1.33922,0.6044800000000001,1.27996,0.2767999999999997,0.9799000000000002,1.8844400000000001,1.2567,3.7221133333333336,5.061333333333334,46,9,20,4,20,29,24,66,112,47,2,1977,1.627886666666666,River recaptures,1.8376733333333335,37
1977_126116,7705_126116,1977-05-05,1979-07-12,7,798,2,river,4.8651,25,48,2.9672,4.3987,1.6191466666666667,0.6963999999999999,0.5678399999999999,0.8588800000000001,0.5748799999999998,1.2642399999999998,1.43376,3.121553333333333,4.7406999999999995,64,14,11,13,10,25,23,57,121,65,2,1977,1.743546666666667,River recaptures,1.8573133333333331,32
1977_126183,7705_126183,1977-05-05,1979-07-20,7,806,2,river,4.3799,21,43,2.8896,3.9419,1.5532533333333334,0.5687399999999998,0.67306,0.11074000000000028,0.9510599999999996,1.2417999999999998,1.0617999999999999,2.6465466666666666,4.199800000000001,54,9,12,2,20,21,22,52,106,55,2,1977,1.7333533333333335,River recaptures,1.4047466666666668,31
1977_126210,7705_126210,1977-05-05,1979-06-18,6,774,2,river,4.9471,27,51,3.2102,4.6532,1.5773333333333335,0.8747400000000001,0.6327399999999996,0.58182,0.8659600000000003,1.5074799999999997,1.4477800000000003,3.166733333333333,4.744066666666667,59,15,12,9,15,27,24,57,116,60,2,1977,1.7803666666666667,River recaptures,1.6592533333333335,30
1977_127142,7705_127142,1977-05-05,1979-06-12,6,768,2,river,4.1841,29,50,2.8305,4.0457,1.04786,0.952,0.65964,0.8107600000000001,0.39982000000000006,1.61164,1.2105800000000002,2.90244,3.9503,46,16,13,13,8,29,21,53,99,47,2,1977,1.28166,River recaptures,1.2908,24
