JoinID,Batch_TagID,ReleaseDate,RecaptureDate,RecaptureMonthNum,DaysatSea,SeaAge,Type,Radius,M1.circ,M2.circ,M1.incr,M2.incr,smolt.incr,FS.incr,FW.incr,SS.incr,SW.incr,PS.incr,Y2.incr,marine.incr,total.incr,smolt.circ,FS.circ,FW.circ,SS.circ,SW.circ,PS.circ,Y2.circ,marine.circ,total.circ,FMC.circ,numannuli,ReleaseYear,FMC.incr,RecapType,afterwinter_incr,afterwinter_circ
1968_4961,6802_4961,1968-05-13,1969-08-17,8,461,1,distant,3.69101,23,NaN,2.94708,NA,1.5133926666666668,0.4462499999999998,0.8683940000000003,NaN,NaN,1.3146440000000001,NaN,1.991637333333333,3.5050299999999996,50,6,17,NaN,NaN,23,NaN,36,86,51,1,1968,1.6993726666666669,At sea recaptures,0.6769933333333329,13
1969_4978,6907_4978,1969-06-04,1970-09-27,9,480,1,distant,4.0824,39,NaN,3.10372,NA,0.8142186666666666,0.997916,1.2194440000000002,NaN,NaN,2.21736,NaN,3.1127013333333338,3.9269200000000004,36,17,22,NaN,NaN,39,NaN,56,92,37,1,1969,0.969698666666666,At sea recaptures,0.8953413333333335,17
1972_5209,7201_5209,1972-05-12,1973-09-04,9,480,1,distant,3.4471,26,NaN,2.63654,NA,1.1616026666666668,0.5625959999999999,0.81406,NaN,NaN,1.3766559999999999,NaN,2.0992406666666668,3.2608433333333333,45,10,16,NaN,NaN,26,NaN,40,85,46,1,1972,1.347859333333333,At sea recaptures,0.7225846666666669,14
1969_5297,6909_5297,1969-05-20,1970-09-05,9,473,1,distant,2.91414,20,NaN,2.11366,NA,0.9587193333333334,0.4189339999999999,0.6656020000000002,NaN,NaN,1.0845360000000002,NaN,1.7281106666666666,2.68683,38,7,13,NaN,NaN,20,NaN,32,70,39,1,1969,1.1860293333333336,At sea recaptures,0.6435746666666664,12
1969_5433,6909_5433,1969-05-20,1970-07-20,7,426,1,distant,3.8497,25,NaN,2.8957,NA,1.44656,0.8345399999999998,0.5531600000000001,NaN,NaN,1.3877,NaN,2.2376733333333334,3.6842333333333332,54,15,10,NaN,NaN,25,NaN,41,95,55,1,1969,1.6120266666666665,At sea recaptures,0.8499733333333335,16
1984_5450,8401_5450,1984-05-09,1985-08-26,8,474,1,distant,4.34569,32,NaN,3.19522,NA,1.3742746666666668,0.9895799999999999,0.7584560000000002,NaN,NaN,1.7480360000000001,NaN,2.815865333333333,4.1901399999999995,46,17,15,NaN,NaN,32,NaN,49,95,47,1,1984,1.5298246666666673,At sea recaptures,1.0678293333333329,17
1974_5462,7401_5462,1974-05-07,1975-08-04,8,454,1,distant,4.33218,27,NaN,3.20079,NA,1.5245866666666665,0.8416780000000001,0.781342,NaN,NaN,1.6230200000000001,NaN,2.6053800000000003,4.129966666666666,55,14,13,NaN,NaN,27,NaN,43,98,56,1,1974,1.7268,At sea recaptures,0.9823600000000001,16
1974_5635,7401_5635,1974-05-07,1975-10-16,10,527,1,distant,3.20413,32,NaN,2.5555,NA,0.9924859999999999,0.640538,0.7716040000000002,NaN,NaN,1.4121420000000002,NaN,1.9938373333333335,2.9863233333333334,43,14,18,NaN,NaN,32,NaN,45,88,44,1,1974,1.2102926666666667,At sea recaptures,0.5816953333333332,13
1984_5922,8401_5922,1984-05-09,1985-11-06,11,546,1,distant,3.62333,26,NaN,2.64424,NA,1.1140933333333334,0.8638039999999998,0.5653740000000003,NaN,NaN,1.429178,NaN,2.342016666666667,3.45611,38,15,11,NaN,NaN,26,NaN,42,80,39,1,1984,1.2813133333333333,At sea recaptures,0.9128386666666668,16
1969_6128,6909_6128,1969-05-20,1970-10-30,10,528,1,distant,3.58585,26,NaN,2.62591,NA,1.1402106666666667,0.628744,0.7591980000000003,NaN,NaN,1.3879420000000002,NaN,2.2270493333333334,3.36726,43,11,15,NaN,NaN,26,NaN,41,84,44,1,1969,1.3588006666666668,At sea recaptures,0.8391073333333332,15
1974_6413,7401_6413,1974-05-07,1975-11-30,11,572,1,distant,4.70251,35,NaN,3.52023,NA,1.464678,0.8375359999999998,1.1265840000000003,NaN,NaN,1.96412,NaN,3.0558553333333336,4.520533333333334,51,15,20,NaN,NaN,35,NaN,54,105,52,1,1974,1.6466546666666666,At sea recaptures,1.0917353333333335,19
1974_6568,7401_6568,1974-05-07,1975-07-27,7,446,1,distant,3.95673,31,NaN,2.80773,NA,1.0843706666666668,0.5719339999999999,1.076022,NaN,NaN,1.647956,NaN,2.656556,3.7409266666666667,43,11,20,NaN,NaN,31,NaN,49,92,44,1,1974,1.3001739999999997,At sea recaptures,1.0086000000000002,18
1972_6588,7201_6588,1972-05-12,1973-08-09,8,454,1,distant,4.11414,28,NaN,3.26491,NA,1.6470713333333333,0.44113400000000014,1.1008559999999998,NaN,NaN,1.54199,NaN,2.3228953333333333,3.969966666666666,65,8,20,NaN,NaN,28,NaN,44,109,66,1,1972,1.7912446666666666,At sea recaptures,0.7809053333333333,16
1972_6642,7201_6642,1972-05-12,1973-08-11,8,456,1,distant,4.23006,26,NaN,3.06981,NA,1.6879946666666665,0.78833,0.5587180000000003,NaN,NaN,1.3470480000000002,NaN,2.354718666666667,4.042713333333333,69,14,12,NaN,NaN,26,NaN,43,112,70,1,1972,1.875341333333333,At sea recaptures,1.0076706666666666,17
1969_6656,6917_6656,1969-06-04,1970-10-04,10,487,1,distant,2.9976,27,NaN,2.16168,NA,0.6563546666666668,0.6448779999999998,0.7953240000000001,NaN,NaN,1.440202,NaN,2.164865333333333,2.8212200000000003,29,12,15,NaN,NaN,27,NaN,42,71,30,1,1969,0.8327346666666666,At sea recaptures,0.7246633333333332,15
1969_6656,6917_6656,1969-06-04,1970-10-04,10,487,1,distant,3.34502,27,NaN,2.16168,NA,0.6563546666666668,0.6448779999999998,0.7953240000000001,NaN,NaN,1.440202,NaN,2.164865333333333,2.8212200000000003,29,12,15,NaN,NaN,27,NaN,42,71,30,1,1969,1.1801546666666667,At sea recaptures,0.7246633333333332,15
1969_6656,6917_6656,1969-06-04,1970-10-04,10,487,1,distant,2.9976,27,NaN,2.16168,NA,0.9098686666666668,0.836238,0.4785039999999998,NaN,NaN,1.3147419999999999,NaN,2.233048,3.142916666666667,38,18,9,NaN,NaN,27,NaN,43,81,39,1,1969,0.7645519999999997,At sea recaptures,0.9183060000000003,16
1969_6656,6917_6656,1969-06-04,1970-10-04,10,487,1,distant,3.34502,27,NaN,2.16168,NA,0.9098686666666668,0.836238,0.4785039999999998,NaN,NaN,1.3147419999999999,NaN,2.233048,3.142916666666667,38,18,9,NaN,NaN,27,NaN,43,81,39,1,1969,1.1119719999999997,At sea recaptures,0.9183060000000003,16
1969_6720,6909_6720,1969-05-20,1970-09-01,9,469,1,distant,3.28275,22,NaN,2.38378,NA,1.1224453333333333,0.13602000000000003,1.0407539999999997,NaN,NaN,1.1767739999999998,NaN,1.9625446666666668,3.0849900000000003,44,2,20,NaN,NaN,22,NaN,38,82,45,1,1969,1.3202053333333332,At sea recaptures,0.7857706666666671,16
1974_6838,7401_6838,1974-05-07,1975-10-28,10,539,1,distant,3.77848,27,NaN,2.46567,NA,1.0353633333333332,0.5030140000000001,0.8689079999999998,NaN,NaN,1.3719219999999999,NaN,2.572093333333333,3.6074566666666668,44,9,18,NaN,NaN,27,NaN,48,92,45,1,1974,1.206386666666667,At sea recaptures,1.2001713333333333,21
1982_7142,8201_7142,1982-05-11,1983-09-13,9,490,1,distant,2.58145,22,NaN,2.02314,NA,1.0691066666666664,0.4785180000000002,0.3784139999999998,NaN,NaN,0.856932,NaN,1.3089,2.3780066666666664,46,11,11,NaN,NaN,22,NaN,32,78,47,1,1982,1.2725499999999998,At sea recaptures,0.4519679999999999,10
1976_7517,7601_7517,1976-05-05,1977-07-14,7,435,1,distant,3.58147,29,NaN,2.62206,NA,0.6232186666666667,1.090528,0.8385819999999997,NaN,NaN,1.9291099999999997,NaN,2.8207079999999998,3.4439266666666666,26,16,13,NaN,NaN,29,NaN,46,72,27,1,1976,0.7607620000000002,At sea recaptures,0.8915980000000001,17
1974_7533,7401_7533,1974-05-07,1975-07-18,7,437,1,distant,3.27739,31,NaN,2.65492,NA,1.0468733333333333,0.73628,0.7822479999999998,NaN,NaN,1.5185279999999999,NaN,2.0196133333333335,3.0664866666666666,45,15,16,NaN,NaN,31,NaN,43,88,46,1,1974,1.2577766666666665,At sea recaptures,0.5010853333333336,12
1974_7754,7401_7754,1974-05-07,1975-07-26,7,445,1,distant,3.42692,27,NaN,2.59315,NA,1.0059953333333334,0.592098,0.9155620000000002,NaN,NaN,1.5076600000000002,NaN,2.1913213333333337,3.1973166666666666,39,10,17,NaN,NaN,27,NaN,41,80,40,1,1974,1.2355986666666663,At sea recaptures,0.6836613333333335,14
1984_7776,8401_7776,1984-05-09,1985-10-24,10,533,1,distant,4.10119,35,NaN,3.14175,NA,1.1494493333333333,0.7687480000000002,1.1076219999999997,NaN,NaN,1.8763699999999999,NaN,2.7084839999999994,3.857933333333333,40,13,22,NaN,NaN,35,NaN,50,90,41,1,1984,1.3927060000000004,At sea recaptures,0.8321139999999996,15
1969_7797,6909_7797,1969-05-20,1970-08-30,8,467,1,distant,3.55882,25,NaN,2.46804,NA,1.0373186666666667,0.339812,1.0249519999999999,NaN,NaN,1.3647639999999999,NaN,2.3213480000000004,3.3586666666666667,39,6,19,NaN,NaN,25,NaN,41,80,40,1,1969,1.2374719999999995,At sea recaptures,0.9565840000000005,16
1968_7881,6801_7881,1968-04-09,1969-10-07,10,546,1,distant,3.96315,29,NaN,2.88918,NA,1.118864,0.36236999999999986,1.3489339999999999,NaN,NaN,1.7113039999999997,NaN,2.649306,3.76817,38,6,23,NaN,NaN,29,NaN,44,82,39,1,1968,1.313844,At sea recaptures,0.9380020000000004,15
1972_7918,7201_7918,1972-05-12,1973-09-07,9,483,1,distant,3.76867,26,NaN,2.80415,NA,1.2334393333333333,0.532346,0.9780979999999997,NaN,NaN,1.5104439999999997,NaN,2.362767333333333,3.5962066666666668,42,9,17,NaN,NaN,26,NaN,40,82,43,1,1972,1.405902666666667,At sea recaptures,0.8523233333333335,14
1974_7958,7401_7958,1974-05-07,1975-10-13,10,524,1,distant,3.63134,28,NaN,2.71021,NA,1.0182366666666667,0.5451059999999999,1.0553560000000002,NaN,NaN,1.600462,NaN,2.4582066666666664,3.4764433333333336,40,9,19,NaN,NaN,28,NaN,44,84,41,1,1974,1.1731333333333334,At sea recaptures,0.8577446666666664,16
1967_7965,6701_7965,1967-04-12,1968-08-05,8,481,1,distant,4.46714,34,NaN,3.4605,NA,1.4053166666666665,1.1004820000000002,0.8614419999999998,NaN,NaN,1.961924,NaN,2.925936666666667,4.331253333333334,49,18,16,NaN,NaN,34,NaN,50,99,50,1,1967,1.5412033333333328,At sea recaptures,0.9640126666666669,16
1976_8037,7601_8037,1976-05-05,1977-09-02,9,485,1,distant,3.02503,20,NaN,2.16661,NA,1.0327226666666667,0.40732999999999997,0.6723280000000003,NaN,NaN,1.0796580000000002,NaN,1.8646306666666668,2.8973533333333337,42,7,13,NaN,NaN,20,NaN,35,77,43,1,1976,1.1603993333333333,At sea recaptures,0.7849726666666665,15
1969_8091,6909_8091,1969-05-20,1970-09-27,9,495,1,distant,3.99245,25,NaN,2.81083,NA,1.1370566666666668,0.6228499999999999,0.93848,NaN,NaN,1.5613299999999999,NaN,2.6290366666666665,3.766093333333333,40,9,16,NaN,NaN,25,NaN,43,83,41,1,1969,1.3634133333333334,At sea recaptures,1.0677066666666666,18
1974_8092,7401_8092,1974-05-07,1975-07-05,7,424,1,distant,4.00302,37,NaN,3.30391,NA,1.2879653333333334,1.2346719999999998,0.6604520000000003,NaN,NaN,1.895124,NaN,2.4865079999999997,3.774473333333333,50,23,14,NaN,NaN,37,NaN,48,98,51,1,1974,1.5165120000000005,At sea recaptures,0.5913839999999997,11
1969_8168,6909_8168,1969-05-20,1970-08-19,8,456,1,distant,3.0843,20,NaN,2.38091,NA,1.2470553333333332,0.429478,0.6290719999999999,NaN,NaN,1.0585499999999999,NaN,1.6687980000000002,2.9158533333333336,44,7,13,NaN,NaN,20,NaN,31,75,45,1,1969,1.4155019999999996,At sea recaptures,0.6102480000000003,11
1969_8186,6909_8186,1969-05-20,1970-09-26,9,494,1,distant,3.7543,26,NaN,2.7497,NA,1.21432,0.69834,0.7762600000000002,NaN,NaN,1.4746000000000001,NaN,2.38458,3.5989,45,12,14,NaN,NaN,26,NaN,43,88,46,1,1969,1.36972,At sea recaptures,0.90998,17
1974_8189,7401_8189,1974-05-07,1975-07-20,7,439,1,distant,4.14609,33,NaN,3.10972,NA,1.1153686666666665,0.61012,1.28062,NaN,NaN,1.89074,NaN,2.849501333333333,3.9648699999999995,44,11,22,NaN,NaN,33,NaN,49,93,45,1,1974,1.296588666666667,At sea recaptures,0.9587613333333329,16
1974_8192,7401_8192,1974-05-07,1975-09-07,9,488,1,distant,3.06732,27,NaN,2.27934,NA,1.0385126666666666,0.441862,0.689346,NaN,NaN,1.131208,NaN,1.7976839999999998,2.8361966666666665,46,10,17,NaN,NaN,27,NaN,42,88,47,1,1974,1.2696360000000002,At sea recaptures,0.6664759999999998,15
1969_8213,6909_8213,1969-05-20,1970-08-18,8,455,1,distant,3.22639,23,NaN,2.50699,NA,1.2038740000000001,0.5994679999999999,0.6077560000000002,NaN,NaN,1.207224,NaN,1.8495093333333332,3.053383333333333,47,11,12,NaN,NaN,23,NaN,36,83,48,1,1969,1.3768806666666666,At sea recaptures,0.6422853333333332,13
1972_8277,7201_8277,1972-05-12,1973-08-27,8,472,1,distant,3.76707,27,NaN,2.57645,NA,0.8635433333333333,0.392668,1.223192,NaN,NaN,1.61586,NaN,2.6567866666666666,3.52033,36,7,20,NaN,NaN,27,NaN,42,78,37,1,1972,1.1102833333333333,At sea recaptures,1.0409266666666666,15
1974_8279,7401_8279,1974-05-07,1975-07-25,NA,444,1,distant,4.55098,27,NaN,3.29836,NA,1.5055626666666668,0.8306339999999997,0.8051700000000004,NaN,NaN,1.635804,NaN,2.741734,4.247296666666667,49,14,13,NaN,NaN,27,NaN,46,95,50,1,1974,1.809246,At sea recaptures,1.10593,19
1976_8283,7601_8283,1976-05-05,1977-08-16,8,468,1,distant,3.56328,31,NaN,2.70026,NA,1.0144986666666667,0.3710920000000002,1.222122,NaN,NaN,1.5932140000000001,NaN,2.3662346666666667,3.380733333333333,36,7,24,NaN,NaN,31,NaN,45,81,37,1,1976,1.197045333333333,At sea recaptures,0.7730206666666666,14
1976_8391,7601_8391,1976-05-05,1977-07-13,7,434,1,distant,3.44947,26,NaN,2.74493,NA,1.352266,0.2684200000000001,1.0611979999999999,NaN,NaN,1.329618,NaN,1.9529739999999998,3.30524,52,5,21,NaN,NaN,26,NaN,38,90,53,1,1976,1.496496,At sea recaptures,0.6233559999999998,12
1984_8720,8401_8720,1984-05-09,1985-07-15,7,432,1,distant,2.58726,23,NaN,2.15239,NA,0.8010766666666667,0.53794,0.7298440000000002,NaN,NaN,1.2677840000000002,NaN,1.6340966666666668,2.435173333333333,34,9,14,NaN,NaN,23,NaN,32,66,35,1,1984,0.9531633333333334,At sea recaptures,0.3663126666666665,9
1974_8843,7401_8843,1974-05-07,1975-09-05,9,486,1,distant,3.55021,28,NaN,2.68018,NA,1.347994,0.46054799999999996,0.7855999999999999,NaN,NaN,1.2461479999999998,NaN,1.9825926666666667,3.3305866666666666,49,10,18,NaN,NaN,28,NaN,43,92,50,1,1974,1.5676173333333332,At sea recaptures,0.7364446666666669,15
1984_8888,8401_8888,1984-05-09,1985-11-07,11,547,1,distant,3.66243,22,NaN,2.41104,NA,1.0689413333333333,0.8970099999999999,0.3408260000000003,NaN,NaN,1.2378360000000002,NaN,2.3968653333333334,3.4658066666666665,38,15,7,NaN,NaN,22,NaN,44,82,39,1,1984,1.2655646666666667,At sea recaptures,1.1590293333333332,22
1970_8906,7001_8906,1970-05-01,1971-07-30,7,455,1,distant,3.45751,27,NaN,2.71408,NA,1.2210673333333333,0.5504780000000002,0.8497599999999998,NaN,NaN,1.400238,NaN,2.0772526666666664,3.29832,48,10,17,NaN,NaN,27,NaN,42,90,49,1,1970,1.3802573333333337,At sea recaptures,0.6770146666666663,15
1970_8933,7001_8933,1970-05-01,1971-09-01,9,488,1,distant,2.77494,20,NaN,2.01038,NA,0.7697200000000001,0.4619939999999999,0.5989080000000002,NaN,NaN,1.060902,NaN,1.6942266666666663,2.4639466666666667,29,8,12,NaN,NaN,20,NaN,32,61,30,1,1970,1.0807133333333336,At sea recaptures,0.6333246666666663,12
1974_8954,7401_8954,1974-05-07,1975-09-10,9,491,1,distant,4.30315,30,NaN,2.96869,NA,0.8337213333333333,0.926364,1.0656120000000002,NaN,NaN,1.9919760000000002,NaN,3.2283219999999995,4.062043333333333,31,13,17,NaN,NaN,30,NaN,48,79,32,1,1974,1.0748280000000001,At sea recaptures,1.2363459999999993,18
1970_9114,7001_9114,1970-05-01,1971-08-27,8,483,1,distant,3.67479,30,NaN,2.513,NA,0.5678113333333333,1.085236,0.7695499999999997,NaN,NaN,1.8547859999999998,NaN,2.921888666666667,3.4897,22,16,14,NaN,NaN,30,NaN,51,73,23,1,1970,0.752901333333333,At sea recaptures,1.067102666666667,21
1970_9132,7001_9132,1970-05-01,1971-07-03,7,428,1,distant,4.0703,21,NaN,2.8742,NA,1.7879399999999999,0.20938000000000034,0.7128399999999999,NaN,NaN,0.9222200000000003,NaN,2.036626666666667,3.8245666666666667,68,4,17,NaN,NaN,21,NaN,41,109,69,1,1970,2.0336733333333328,At sea recaptures,1.1144066666666665,20
1970_9170,7001_9170,1970-05-01,1971-08-13,8,469,1,distant,3.08243,30,NaN,2.1531,NA,0.8524586666666667,0.7022980000000001,0.5213899999999998,NaN,NaN,1.2236879999999999,NaN,2.0435046666666663,2.895963333333333,43,16,14,NaN,NaN,30,NaN,45,88,44,1,1970,1.0389253333333337,At sea recaptures,0.8198166666666664,15
1970_9195,7001_9195,1970-05-01,1971-08-18,8,474,1,distant,4.30203,32,NaN,3.48991,NA,1.521216,0.6657980000000001,1.1590099999999999,NaN,NaN,1.824808,NaN,2.5056906666666663,4.026906666666666,55,11,21,NaN,NaN,32,NaN,45,100,56,1,1970,1.796339333333334,At sea recaptures,0.6808826666666663,13
1969_9315,6907_9315,1969-06-04,1970-07-15,7,406,1,distant,3.60157,18,NaN,2.86941,NA,1.797696,0.30733999999999995,0.6776,NaN,NaN,0.9849399999999999,NaN,1.6246939999999999,3.42239,71,5,13,NaN,NaN,18,NaN,30,101,72,1,1969,1.9768760000000003,At sea recaptures,0.6397539999999999,12
1974_9524,7401_9524,1974-05-07,1975-09-05,9,486,1,distant,3.38393,31,NaN,2.69989,NA,1.163774,0.602538,0.8505480000000001,NaN,NaN,1.453086,NaN,2.0612093333333332,3.224983333333333,53,12,19,NaN,NaN,31,NaN,44,97,54,1,1974,1.3227206666666667,At sea recaptures,0.6081233333333331,13
1976_9566,7601_9566,1976-05-05,1977-07-04,7,425,1,distant,3.15381,32,NaN,2.58944,NA,0.5153826666666668,0.8241179999999999,1.1483660000000002,NaN,NaN,1.9724840000000001,NaN,2.448984,2.9643666666666664,20,14,18,NaN,NaN,32,NaN,41,61,21,1,1976,0.7048260000000002,At sea recaptures,0.4764999999999997,9
1974_9578,7401_9578,1974-05-07,1975-06-28,6,417,1,distant,3.70887,36,NaN,3.22048,NA,1.1677113333333333,0.850212,1.14521,NaN,NaN,1.995422,NaN,2.3292853333333334,3.4969966666666665,50,15,21,NaN,NaN,36,NaN,44,94,51,1,1974,1.3795846666666667,At sea recaptures,0.3338633333333334,8
1974_9585,7401_9585,1974-05-07,1975-12-01,12,573,1,distant,3.47298,25,NaN,2.35882,NA,1.1631900000000002,0.5908339999999999,0.517504,NaN,NaN,1.1083379999999998,NaN,2.1344833333333333,3.2976733333333335,44,13,12,NaN,NaN,25,NaN,46,90,45,1,1974,1.338496666666667,At sea recaptures,1.0261453333333335,21
1970_9751,7001_9751,1970-05-01,1971-08-08,8,464,1,distant,4.1265,30,NaN,3.3544,NA,1.4747066666666666,0.50058,1.2342,NaN,NaN,1.73478,NaN,2.40376,3.8784666666666667,55,8,22,NaN,NaN,30,NaN,42,97,56,1,1970,1.72274,At sea recaptures,0.6689800000000001,12
1969_9839,6909_9839,1969-05-20,1970-09-04,9,472,1,distant,2.91349,25,NaN,2.39124,NA,1.0493860000000002,0.788206,0.4704279999999996,NaN,NaN,1.2586339999999996,NaN,1.711254,2.76064,38,15,10,NaN,NaN,25,NaN,36,74,39,1,1969,1.2022359999999999,At sea recaptures,0.45262000000000047,11
1970_9950,7001_9950,1970-05-01,1971-09-28,9,515,1,distant,3.61051,27,NaN,2.52784,NA,0.9201666666666667,0.3153459999999999,1.201828,NaN,NaN,1.5171739999999998,NaN,2.45288,3.3730466666666667,38,5,22,NaN,NaN,27,NaN,44,82,39,1,1970,1.1576300000000002,At sea recaptures,0.9357060000000001,17
1970_10035,7002_10035,1970-05-09,1971-09-03,9,482,1,distant,3.9158,35,NaN,2.9937,NA,0.8846466666666666,0.9453,1.0227600000000001,NaN,NaN,1.9680600000000001,NaN,2.80042,3.6850666666666667,33,16,19,NaN,NaN,35,NaN,50,83,34,1,1970,1.11538,At sea recaptures,0.8323599999999998,15
1970_10085,7002_10085,1970-05-09,1971-09-09,9,488,1,distant,4.01713,36,NaN,2.94155,NA,0.9523293333333334,0.72455,1.1875019999999998,NaN,NaN,1.9120519999999999,NaN,2.9224940000000004,3.8748233333333335,35,11,25,NaN,NaN,36,NaN,58,93,36,1,1970,1.0946359999999995,At sea recaptures,1.0104420000000005,22
1984_10138,8401_10138,1984-05-09,1985-09-05,9,484,1,distant,3.7228,23,NaN,2.72199,NA,1.3269073333333334,0.32050200000000006,0.99431,NaN,NaN,1.314812,NaN,2.246622666666666,3.57353,44,5,18,NaN,NaN,23,NaN,39,83,45,1,1984,1.4761773333333337,At sea recaptures,0.9318106666666661,16
1970_10243,7002_10243,1970-05-09,1971-08-21,8,469,1,distant,2.88,19,NaN,2.1709,NA,1.1089266666666666,0.34350000000000014,0.63306,NaN,NaN,0.9765600000000001,NaN,1.5795066666666666,2.6884333333333332,47,6,13,NaN,NaN,19,NaN,32,79,48,1,1970,1.3004933333333333,At sea recaptures,0.6029466666666665,13
1972_10340,7201_10340,1972-05-12,1973-09-03,9,479,1,distant,3.72332,34,NaN,3.00956,NA,1.218092,0.7877160000000003,0.9153599999999997,NaN,NaN,1.703076,NaN,2.3034246666666665,3.5215166666666664,52,16,18,NaN,NaN,34,NaN,46,98,53,1,1972,1.4198953333333337,At sea recaptures,0.6003486666666664,12
1970_10474,7002_10474,1970-05-09,1971-12-07,12,577,1,distant,3.6235,28,NaN,2.6795,NA,1.1872066666666665,0.77278,0.6383399999999999,NaN,NaN,1.41112,NaN,2.245826666666667,3.4330333333333334,48,15,13,NaN,NaN,28,NaN,42,90,49,1,1970,1.377673333333333,At sea recaptures,0.8347066666666669,14
1972_10543,7201_10543,1972-05-12,1973-09-22,9,498,1,distant,4.16512,27,NaN,3.25566,NA,1.533434,0.9186540000000001,0.6864859999999999,NaN,NaN,1.60514,NaN,2.4636926666666663,3.9971266666666665,51,15,12,NaN,NaN,27,NaN,43,94,52,1,1972,1.7014273333333336,At sea recaptures,0.8585526666666663,16
1972_10557,7201_10557,1972-05-12,1973-08-22,8,467,1,distant,3.43929,30,NaN,2.53368,NA,1.0680353333333332,0.48352400000000006,0.900574,NaN,NaN,1.384098,NaN,2.1729146666666663,3.2409499999999998,44,10,20,NaN,NaN,30,NaN,45,89,45,1,1972,1.2663753333333339,At sea recaptures,0.7888166666666663,15
1974_10561,7401_10561,1974-05-07,1975-08-24,8,474,1,distant,3.14709,26,NaN,2.36878,NA,1.1884286666666666,0.5340960000000001,0.5689040000000001,NaN,NaN,1.1030000000000002,NaN,1.7104413333333333,2.89887,41,12,14,NaN,NaN,26,NaN,38,79,42,1,1974,1.4366486666666667,At sea recaptures,0.60744133333333306,12
1974_10712,7401_10712,1974-05-07,1975-07-26,7,445,1,distant,4.19128,30,NaN,3.29453,NA,1.5018613333333335,0.623958,1.056536,NaN,NaN,1.680494,NaN,2.5119119999999993,4.013773333333333,51,10,20,NaN,NaN,30,NaN,46,97,52,1,1974,1.6793680000000006,At sea recaptures,0.8314179999999993,16
1974_10739,7401_10739,1974-05-07,1975-07-03,7,422,1,distant,3.60472,21,NaN,2.75009,NA,1.1354113333333333,0.47957399999999994,1.0480720000000001,NaN,NaN,1.527646,NaN,2.199422,3.334833333333333,38,7,14,NaN,NaN,21,NaN,31,69,39,1,1974,1.4052979999999997,At sea recaptures,0.6717760000000002,10
1970_11020,7002_11020,1970-05-09,1971-09-22,9,501,1,distant,3.53312,26,NaN,2.46085,NA,0.7533673333333333,0.778224,0.8736080000000002,NaN,NaN,1.6518320000000002,NaN,2.6017026666666667,3.35507,30,10,16,NaN,NaN,26,NaN,42,72,31,1,1970,0.9314173333333331,At sea recaptures,0.9498706666666665,16
1970_11088,7002_11088,1970-05-09,1971-10-28,10,537,2,distant,4.73795,50,NaN,3.67348,NA,0.719596,1.026894,1.8659700000000001,NaN,NaN,2.8928640000000003,NaN,3.827977333333333,4.547573333333333,25,16,34,NaN,NaN,50,NaN,67,92,26,1,1970,0.9099726666666665,At sea recaptures,0.9351133333333328,17
1970_11281,7002_11281,1970-05-09,1971-08-25,8,473,1,distant,3.30028,26,NaN,2.50587,NA,1.0067106666666668,0.664112,0.7147699999999999,NaN,NaN,1.378882,NaN,2.112236,3.1189466666666665,40,12,14,NaN,NaN,26,NaN,39,79,41,1,1970,1.188044,At sea recaptures,0.7333539999999998,13
1972_11415,7201_11415,1972-05-12,1973-06-21,6,405,1,distant,3.09158,24,NaN,2.47254,NA,1.13143,0.729074,0.504216,NaN,NaN,1.23329,NaN,1.8053733333333335,2.9368033333333337,45,15,9,NaN,NaN,24,NaN,35,80,46,1,1972,1.2862066666666665,At sea recaptures,0.5720833333333335,11
1970_11523,7002_11523,1970-05-09,1971-09-08,9,487,1,distant,2.88698,28,NaN,2.2214,NA,0.82483,0.65518,0.6647280000000002,NaN,NaN,1.3199080000000003,NaN,1.9155366666666667,2.7403666666666666,36,14,14,NaN,NaN,28,NaN,40,76,37,1,1970,0.9714433333333332,At sea recaptures,0.5956286666666664,12
1970_11602,7002_11602,1970-05-09,1971-09-09,9,488,1,distant,4.38785,37,NaN,3.3301,NA,0.958054,0.9341520000000001,1.3291779999999997,NaN,NaN,2.26333,NaN,3.2629926666666664,4.221046666666666,36,14,23,NaN,NaN,37,NaN,56,92,37,1,1970,1.1248573333333338,At sea recaptures,0.9996626666666666,19
1976_11710,7601_11710,1976-05-05,1977-07-11,7,432,1,distant,2.67399,21,NaN,2.19479,NA,1.1980846666666667,0.49656600000000006,0.4198339999999998,NaN,NaN,0.9163999999999999,NaN,1.2611820000000002,2.4592666666666667,47,11,10,NaN,NaN,21,NaN,28,75,48,1,1976,1.4128079999999996,At sea recaptures,0.34478200000000037,7
1970_11875,7002_11875,1970-05-09,1971-08-22,8,470,1,distant,3.98382,32,NaN,2.84282,NA,1.0837806666666667,0.641972,1.0504040000000001,NaN,NaN,1.692376,NaN,2.6842759999999997,3.7680566666666664,44,12,20,NaN,NaN,32,NaN,49,93,45,1,1970,1.2995440000000005,At sea recaptures,0.9918999999999996,17
1976_11882,7601_11882,1976-05-05,1977-09-02,9,485,1,distant,3.055,39,NaN,2.19457,NA,0.29948600000000003,0.8130460000000002,0.9901779999999998,NaN,NaN,1.803224,NaN,2.5776606666666666,2.877146666666667,14,18,21,NaN,NaN,39,NaN,57,71,15,1,1976,0.47733933333333356,At sea recaptures,0.7744366666666667,18
